ATS System Code,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Borough Block Lot,Census Tract,Community District,Council District,NTA,NTA_Name,Principal Name,Principal Title,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Superintendent,Superintendent Title,Superintendent Location Code,Community School Sup Name,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent,Executive Superintendent Location code,Executive Superintendent Name,Executive Superintendent Title,BCO Location Code,BCO Location Name,BCO Executive Director,BCO Executive Director Title
10X159,X159,P.S. 159 Luis Munoz Marin Biling,3.21E+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",Feb 19 1992,Open,X159,2315 WASHINGTON AVENUE,BRONX,NY,10458,2030380065,38500,206,15,BX01,Claremont-Bathgate,LUIS LIZ,Principal,718-584-6140,718-584-7794,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X205,X205,P.S. 205 Fiorello LaGuardia,3.21E+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1976,Open,X205,2475 SOUTHERN BOULEVARD,BRONX,NY,10458,2031150021,39300,206,15,BX06,Belmont,Jenneth Santiago,I.A. Principal,718-584-6390,718-584-7941,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X206,X206,I.S. 206 Ann Mersereau,3.21E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","05,06,07,08",Jul 1 1980,Open,X206,2280 AQUEDUCT AVENUE,BRONX,NY,10468,2032090001,25300,207,14,BX30,Kingsbridge Heights,RAFAEL CABRAL,Principal,718-584-1570,718-584-7928,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X207,X207,P.S. 207,3.21E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,SE","PK,0K,01,02",Mar 2 1988,Open,X819,3030 GODWIN TERRACE,BRONX,NY,10463,2057010105,28900,208,11,BX29,Spuyten Duyvil-Kingsbridge,TARA OBRIEN,I.A. Principal,718-796-9645,718-796-7206,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X209,X209,P.S. 209,3.21E+11,DOE,General Academic,Early Childhood,"PK,0K,01,02,SE","PK,0K,01,02",Jul 1 1993,Open,X209,313 EAST 183RD STREET,BRONX,NY,10458,2031460075,38301,205,15,BX40,Fordham South,ANN KEEGAN,Principal,718-364-0085,718-364-9548,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X213,X213,Bronx Engineering and Technology Academy,3.21E+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,X475,99 TERRACE VIEW AVENUE,BRONX,NY,10463,1022150080,30900,208,10,MN01,Marble Hill-Inwood,MARK HOUSE,Principal,718-563-6678,718-817-7698,10,10,HS07,NA,"CINTRON, RICHARD",HS Superintendent,HS07,NA,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",SS02,"DUNN, RECY",Executive Superintendent,AFSA,Affinity Schools NYCDOE Citywide Office,Carolyne Quintana,FSC Executive Director
10X225,X225,Theatre Arts Production Company School,3.21E+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 1999,Open,X137,2225 WEBSTER AVENUE,BRONX,NY,10457,2031430043,37900,205,15,BX41,Mount Hope,Ron Link,Principal,718-584-0832,718-584-5102,10,10,HS02,NA,"COOK, SABRINA",HS Superintendent,HS02,NA,HS02,HS Network 02 Superintendent Office,"COOK, SABRINA",SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X226,X226,P.S. 226,3.21E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04",Jul 1 1999,Open,X826,1950 SEDGWICK AVENUE,BRONX,NY,10453,2032220100,24900,205,14,BX36,University Heights-Morris Heights,GLORIA DARDEN,Principal,929-452-3090,929-452-3095,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X228,X228,Jonas Bronck Academy,3.21E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2000,Open,X283,400 EAST FORDHAM ROAD,BRONX,NY,10458,2030337501,38302,206,15,BX40,Fordham South,Brenda Gonzalez,Principal,718-365-2502,718-365-3892,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X237,X237,"The Marie Curie School for Medicine, Nursing, and Health Professions",3.21E+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,X143,120 WEST 231 STREET,BRONX,NY,10463,2032530141,27300,208,14,BX28,Van Cortlandt Village,Peta Gaye Williams,Principal,718-432-6491,718-796-7051,10,10,HS02,NA,"COOK, SABRINA",HS Superintendent,HS02,NA,HS02,HS Network 02 Superintendent Office,"COOK, SABRINA",SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X243,X243,West Bronx Academy for the Future,3.21E+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Sep 8 2004,Open,X435,500 EAST FORDHAM ROAD,BRONX,NY,10458,2030590001,38700,206,15,BX06,Belmont,WILPER MORALES,Principal,718-563-7139,718-563-7362,10,10,HS07,NA,"CINTRON, RICHARD",HS Superintendent,HS07,NA,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",SS02,"DUNN, RECY",Executive Superintendent,AFSA,Affinity Schools NYCDOE Citywide Office,Carolyne Quintana,FSC Executive Director
10X244,X244,The New School for Leadership and Journalism,3.21E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2005,Open,X143,120 WEST 231 STREET,BRONX,NY,10463,2032530141,27300,208,14,BX28,Van Cortlandt Village,Eduardo Mora,Principal,718-601-2869,718-601-2867,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X246,X246,P.S. 246 Poe Center,3.21E+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05,06",Dec 6 1990,Open,X843,2641 GRAND CONCOURSE,BRONX,NY,10468,2031680027,40100,207,14,BX05,Bedford Park-Fordham North,Andrea Johnson,Principal,718-584-6764,718-584-7005,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X254,X254,I.S. 254,3.21E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1999,Open,X254,2452 WASHINGTON AVENUE,BRONX,NY,10458,2030580003,38700,206,15,BX06,Belmont,JAVIER OCAMPO,Principal,718-220-8700,718-220-4881,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X264,X264,Bronx Academy for Software Engineering (BASE),3.21E+11,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2013,Open,X660,2474 CROTONA AVENUE,BRONX,NY,10458,2031040007,39300,206,15,BX06,Belmont,Benjamin Grossman,I.A. Principal,718-733-6024,718-733-6429,10,10,HS02,NA,"COOK, SABRINA",HS Superintendent,HS02,NA,HS02,HS Network 02 Superintendent Office,"COOK, SABRINA",SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X268,X268,Kingsbridge International High School,3.21E+11,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",Jul 1 2005,Open,X430,2780 RESERVOIR AVENUE,BRONX,NY,10468,2032470070,40900,207,11,BX28,Van Cortlandt Village,Edward Alvarez,Principal,718-329-8580,718-329-8582,10,10,HS03,NA,"WALSH, FRED",HS Superintendent,HS03,NA,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",SS02,"DUNN, RECY",Executive Superintendent,AFSA,Affinity Schools NYCDOE Citywide Office,Carolyne Quintana,FSC Executive Director
10X279,X279,"P.S. 279 Captain Manuel Rivera, Jr.",3.21E+11,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 1992,Open,X279,2100 WALTON AVENUE,BRONX,NY,10453,2031780014,24100,205,14,BX41,Mount Hope,Jean Dalton Encke,Principal,718-584-6004,718-584-7220,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X280,X280,P.S./M.S. 280 Mosholu Parkway,3.21E+11,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jun 10 1988,Open,X080,3202 STEUBEN AVENUE,BRONX,NY,10467,2033360035,41900,207,11,BX43,Norwood,JAMES WEEKS,Principal,718-405-6360,718-405-6329,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X284,X284,Bronx School of Law and Finance,3.21E+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,X475,99 TERRACE VIEW AVENUE,BRONX,NY,10463,1022150080,30900,208,10,MN01,Marble Hill-Inwood,Jessica Goring,Principal,718-561-0113,718-561-0595,10,10,HS07,NA,"CINTRON, RICHARD",HS Superintendent,HS07,NA,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",SS02,"DUNN, RECY",Executive Superintendent,AFSA,Affinity Schools NYCDOE Citywide Office,Carolyne Quintana,FSC Executive Director
10X291,X291,P.S. 291,3.21E+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04",Jul 18 1995,Open,X015,2195 ANDREWS AVENUE,BRONX,NY,10453,2032240009,25500,207,14,BX30,Kingsbridge Heights,CARLOS VELEZ,Principal,718-563-0776,718-563-1499,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X306,X306,P.S. 306,3.21E+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1994,Open,X306,40 WEST TREMONT AVENUE,BRONX,NY,10453,2028620014,21700,205,14,BX36,University Heights-Morris Heights,DARRYL HARRINGTON,Principal,718-583-5355,718-583-5885,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X307,X307,Luisa Pineiro Fuentes School of Science and Discovery,3.21E+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jun 30 2003,Open,X886,124 EAMES PLACE,BRONX,NY,10468,2032480062,26701,208,14,BX28,Van Cortlandt Village,Yolanda Valez,Principal,718-601-2632,718-796-7490,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X308,X308,Bronx Dance Academy School,3.21E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jun 30 2003,Open,X852,3617 BAINBRIDGE AVENUE,BRONX,NY,10467,2033290124,43100,207,11,BX43,Norwood,SANDRA SANCHEZ,Principal,718-515-0410,718-515-0345,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X310,X310,P.S. 310 Marble Hill,3.21E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Sep 16 1996,Open,X122,260 W KINGSBRIDGE RD,BRONX,NY,10463,2032390041,26900,207,14,BX30,Kingsbridge Heights,ELIZABETH CARDONA,Principal,718-796-9434,718-796-9528,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X315,X315,P.S. 315 Lab School,3.21E+11,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",Apr 29 1997,Open,X779,2865 CLAFLIN AVENUE,BRONX,NY,10468,2032500073,26702,208,14,BX28,Van Cortlandt Village,Gaby Flores,Principal,929-237-7750,929-237-7752,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X319,X319,Providing Urban Learners Success In Education High School,3.21E+11,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,X211,560 EAST 179 STREET,BRONX,NY,10457,2030610055,37504,206,15,BX17,East Tremont,CAROL WIGGINS,Principal,718-294-0230,718-584-7809,10,10,HS10,NA,"ROTONDO, PAUL",HS Superintendent,HS10,NA,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",SS09,"LISANTE, TIM",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X331,X331,The Bronx School of Young Leaders,3.21E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Sep 8 2004,Open,X306,40 WEST TREMONT AVENUE,BRONX,NY,10453,2028620014,21700,205,14,BX36,University Heights-Morris Heights,SERAPHA CRUZ,Principal,718-583-4146,718-583-4292,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X340,X340,P.S. 340,3.21E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1999,Open,X340,25 WEST 195 STREET,BRONX,NY,10468,2032470015,40900,207,11,BX28,Van Cortlandt Village,Alexei Nichols,Principal,718-220-1830,718-220-1866,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X342,X342,International School for Liberal Arts,3.21E+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",May 2 2005,Open,X430,2780 RESERVOIR AVENUE,BRONX,NY,10468,2032470070,40900,207,11,BX28,Van Cortlandt Village,Gicel Adon,Principal,718-329-8570,718-329-8572,10,10,HS02,NA,"COOK, SABRINA",HS Superintendent,HS02,NA,HS02,HS Network 02 Superintendent Office,"COOK, SABRINA",SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X344,X344,Ampark Neighborhood,3.21E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2006,Open,X095,3961 HILLMAN AVENUE,BRONX,NY,10463,2032520182,28100,208,11,BX28,Van Cortlandt Village,KELLY LENNON,Acting Principal,718-548-3451,718-581-2411,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X351,X351,Bronx Collaborative High School,3.21E+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2013,Open,X440,100 WEST MOSHOLU PARKWAY SOUTH,BRONX,NY,10468,2032510201,40900,207,11,BX28,Van Cortlandt Village,Brett Schneider,I.A. Principal,718-543-1023,718-543-1029,10,10,HS12,NA,"Cheng, Alan",HS Superintendent,HS12,NA,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",SS02,"DUNN, RECY",Executive Superintendent,AFSA,Affinity Schools NYCDOE Citywide Office,Carolyne Quintana,FSC Executive Director
10X353,X353,World View High School,3.21E+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2013,Open,X440,100 WEST MOSHOLU PARKWAY SOUTH,BRONX,NY,10468,2032510201,40900,207,11,BX28,Van Cortlandt Village,Martin Hernandez,Principal,718-601-0391,718-601-0821,10,10,HS07,NA,"CINTRON, RICHARD",HS Superintendent,HS07,NA,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",SS02,"DUNN, RECY",Executive Superintendent,AFSA,Affinity Schools NYCDOE Citywide Office,Carolyne Quintana,FSC Executive Director
10X360,X360,P.S. 360,3.21E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1999,Open,X360,2880 KINGSBRIDGE TERRACE,BRONX,NY,10463,2032530341,27300,208,14,BX28,Van Cortlandt Village,Iris Aldea Pollack,Principal,718-548-1511,718-548-1536,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X363,X363,Academy For Personal Leadership And Excellence,3.21E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2010,Open,X115,120 EAST 184 STREET,BRONX,NY,10468,2031720046,23703,205,14,BX40,Fordham South,Angelo Ledda,Principal,718-220-3139,718-220-6018,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X368,X368,In-Tech Academy (M.S. / High School 368),3.21E+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2004,Open,X368,2975 TIBBETT AVENUE,BRONX,NY,10463,2057160725,29302,208,11,BX29,Spuyten Duyvil-Kingsbridge,Stephen Seltzer,Principal,718-432-4300,718-432-4310,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X374,X374,Knowledge and Power Preparatory Academy International High School (Kappa),3.21E+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2007,Open,X435,500 EAST FORDHAM ROAD,BRONX,NY,10458,2030590001,38700,206,15,BX06,Belmont,PANOREA PANAGIOSOULIS,Principal,718-933-1247,718-933-1568,10,10,HS07,NA,"CINTRON, RICHARD",HS Superintendent,HS07,NA,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",SS02,"DUNN, RECY",Executive Superintendent,AFSA,Affinity Schools NYCDOE Citywide Office,Carolyne Quintana,FSC Executive Director
10X382,X382,"Elementary School for Math, Science, and Technology",3.21E+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2008,Open,X079,125 EAST 181 STREET,BRONX,NY,10453,2031700001,23704,205,14,BX40,Fordham South,AVON CONNELL COWELL,Principal,718-933-8061,718-933-8157,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X386,X386,School for Environmental Citizenship,3.21E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2008,Open,X079,125 EAST 181 STREET,BRONX,NY,10453,2031700001,23704,205,14,BX40,Fordham South,Lynnann Fox,Principal,718-563-3292,718-563-3453,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X390,X390,M.S. 390,3.21E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","05,06,07,08",Jul 1 1999,Open,X026,1930 ANDREWS AVENUE,BRONX,NY,10453,2032160002,24502,205,14,BX36,University Heights-Morris Heights,ROBERT MERCEDES,Principal,718-583-5501,718-583-5556,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X391,X391,The Angelo Patri Middle School,3.21E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1999,Open,X137,2225 WEBSTER AVENUE,BRONX,NY,10457,2031430043,37900,205,15,BX41,Mount Hope,ANGEL ORTEGA,Principal,718-584-1295,718-584-1358,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X396,X396,P.S. 396,3.21E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04",Jul 1 1999,Open,X026,1930 ANDREWS AVENUE,BRONX,NY,10453,2032160002,24502,205,14,BX36,University Heights-Morris Heights,Nicole Tine,Principal,718-294-0862,718-583-5556,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",CSD Superintendent Acting,X810,"HULLA, MARIBEL",NA,NA,NA,SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
10X397,X397,English Language Learners and International Support Preparatory Academy (ELLIS),3.21E+11,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",Jul 1 2008,Open,X475,99 TERRACE VIEW AVENUE,BRONX,NY,10463,1022150080,30900,208,10,MN01,Marble Hill-Inwood,NORMA VEGA,Principal,718-220-1889,718-220-8758,10,10,HS12,NA,"Cheng, Alan",HS Superintendent,HS12,NA,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",SS02,"DUNN, RECY",Executive Superintendent,AFSA,Affinity Schools NYCDOE Citywide Office,Carolyne Quintana,FSC Executive Director
10X433,X433,High School for Teaching and the Professions,3.21E+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2001,Open,X430,2780 RESERVOIR AVENUE,BRONX,NY,10468,2032470070,40900,207,11,BX28,Van Cortlandt Village,Kamele McLaren,I.A. Principal,718-329-7380,718-329-7381,10,10,HS02,NA,"COOK, SABRINA",HS Superintendent,HS02,NA,HS02,HS Network 02 Superintendent Office,"COOK, SABRINA",SS08,"ROSS PORTER, MEISHA",Executive Superintendent,XFSC,Bronx NYCDOE Borough Office,"SAFFER, NANCY",FSC Executive Director IA
